"date","country","total_revenue"
"2007-04-28","Nigeria","58.85"
"2007-03-02","Turkmenistan","8.99"
"2007-03-19","Switzerland","0.99"
"2007-04-30","Turkmenistan","6.99"
"2007-03-17","South Africa","84.78"
"2007-03-21","Japan","135.64"
"2007-03-20","Yemen","9.98"
"2007-04-30","Czech Republic","2.99"
"2007-02-21","Bolivia","15.98"
"2007-04-26","Canada","6.99"
"2007-03-22","Malaysia","7.98"
"2007-03-20","Latvia","1.98"
"2007-04-29","Turkey","61.84"
"2007-04-12","Liechtenstein","11.97"
"2007-04-07","Iran","30.90"
"2007-03-16","Oman","0.99"
"2007-04-06","Japan","129.75"
"2007-02-20","Angola","2.99"
"2007-03-20","Tanzania","15.95"
"2007-04-06","Latvia","12.96"
"2007-04-05","Estonia","4.99"
"2007-04-07","Turkey","42.90"
"2007-04-30","Greenland","2.99"
"2007-03-23","India","234.41"
"2007-03-22","India","236.41"
"2007-02-19","Turkmenistan","8.98"
"2007-04-06","France","24.95"
"2007-03-18","Hungary","0.99"
"2007-04-30","Colombia","61.85"
"2007-02-16","Israel","3.98"
"2007-03-21","Mexico","85.75"
"2007-04-28","Poland","24.93"
"2007-04-09","Brunei","6.98"
"2007-03-02","Runion","10.99"
"2007-04-05","Ecuador","2.98"
"2007-04-09","Finland","5.98"
"2007-03-19","Saudi Arabia","6.97"
"2007-03-18","Bulgaria","16.96"
"2007-02-20","Israel","3.99"
"2007-03-21","Thailand","7.99"
"2007-03-22","United Arab Emirates","7.98"
"2007-02-16","Russian Federation","55.89"
"2007-03-23","Angola","13.98"
"2007-04-08","Holy See (Vatican City State)","10.98"
"2007-04-29","Ethiopia","9.99"
"2007-02-21","Switzerland","4.99"
"2007-03-17","Congo, The Democratic Republic of the","17.97"
"2007-04-10","South Africa","36.93"
"2007-02-15","Egypt","11.97"
"2007-03-16","Netherlands","2.99"
"2007-03-18","Switzerland","2.99"
"2007-02-17","French Guiana","7.99"
"2007-03-22","Estonia","4.99"
"2007-02-19","Czech Republic","7.98"
"2007-04-11","Argentina","37.90"
"2007-04-09","Venezuela","45.90"
"2007-04-10","Peru","12.96"
"2007-03-23","Nigeria","55.89"
"2007-04-10","Spain","18.96"
"2007-04-07","Myanmar","1.98"
"2007-03-21","United Arab Emirates","3.97"
"2007-04-29","Sudan","5.99"
"2007-04-11","Netherlands","7.98"
"2007-02-21","Armenia","7.99"
"2007-04-09","Hong Kong","13.98"
"2007-02-20","Hungary","7.99"
"2007-04-12","Bulgaria","7.98"
"2007-04-27","Yemen","8.97"
"2007-05-14","United States","28.89"
"2007-04-28","Taiwan","75.83"
"2007-03-23","Malawi","1.99"
"2007-04-28","Gambia","4.99"
"2007-04-06","Dominican Republic","5.98"
"2007-04-30","Paraguay","21.96"
"2007-03-20","Hong Kong","7.98"
"2007-04-29","Nauru","25.96"
"2007-04-12","India","154.63"
"2007-04-05","South Africa","0.99"
"2007-03-18","Ukraine","59.90"
"2007-03-21","Ecuador","23.94"
"2007-04-30","Faroe Islands","16.97"
"2007-04-28","French Guiana","6.99"
"2007-03-20","North Korea","2.99"
"2007-04-11","Germany","17.96"
"2007-02-19","Cameroon","4.98"
"2007-04-26","Chile","9.99"
"2007-04-28","Mexico","113.72"
"2007-04-10","Dominican Republic","20.96"
"2007-03-20","Italy","22.93"
"2007-04-27","Sri Lanka","4.99"
"2007-03-19","Sri Lanka","0.99"
"2007-02-20","Japan","58.82"
"2007-03-19","Colombia","30.91"
"2007-02-21","Israel","4.99"
"2007-02-19","Kazakstan","5.99"
"2007-04-11","Colombia","15.96"
"2007-02-18","United Kingdom","34.94"
"2007-02-18","Saudi Arabia","4.99"
"2007-03-22","Philippines","103.74"
"2007-03-20","Turkey","57.86"
"2007-02-19","Vietnam","23.95"
"2007-04-29","Argentina","50.87"
"2007-04-29","Kazakstan","11.97"
"2007-04-06","Gambia","10.98"
"2007-03-02","Egypt","33.92"
"2007-02-18","North Korea","0.99"
"2007-04-08","South Korea","13.96"
"2007-03-02","Sudan","3.99"
"2007-04-26","Gambia","0.99"
"2007-04-12","Kazakstan","8.98"
"2007-03-21","Chad","4.99"
"2007-03-23","China","194.52"
"2007-04-29","Bahrain","4.99"
"2007-04-30","Belarus","19.94"
"2007-02-14","Pakistan","2.99"
"2007-03-20","France","3.98"
"2007-03-01","South Africa","54.86"
"2007-02-17","Myanmar","6.97"
"2007-04-09","French Polynesia","14.97"
"2007-04-05","Philippines","3.99"
"2007-03-22","Peru","17.96"
"2007-04-12","Cameroon","7.97"
"2007-03-22","China","237.39"
"2007-03-20","Romania","16.97"
"2007-03-01","Ethiopia","4.99"
"2007-04-08","Faroe Islands","0.99"
"2007-03-21","Armenia","7.99"
"2007-03-23","Kazakstan","10.99"
"2007-04-11","Turkey","68.85"
"2007-04-28","Finland","8.98"
"2007-02-21","Estonia","13.98"
"2007-02-17","United Kingdom","44.93"
"2007-04-09","Turkmenistan","2.99"
"2007-04-10","Brunei","0.99"
"2007-02-20","Italy","17.97"
"2007-04-27","Israel","14.95"
"2007-04-30","Brazil","246.40"
"2007-04-30","Nepal","0.99"
"2007-03-20","Saudi Arabia","16.96"
"2007-03-18","Morocco","10.98"
"2007-04-08","Iraq","12.98"
"2007-04-07","Sudan","13.97"
"2007-04-29","India","243.44"
"2007-02-20","Kazakstan","2.98"
"2007-03-23","United States","181.59"
"2007-04-12","Colombia","33.93"
"2007-03-23","Saudi Arabia","11.97"
"2007-03-18","Azerbaijan","12.97"
"2007-02-15","Ethiopia","6.99"
"2007-02-20","Brazil","57.88"
"2007-03-22","Chile","11.98"
"2007-05-14","Brazil","22.93"
"2007-04-06","Germany","33.94"
"2007-02-18","Romania","8.99"
"2007-03-16","Venezuela","0.99"
"2007-05-14","Canada","3.98"
"2007-03-18","South Korea","9.97"
"2007-02-18","Bangladesh","15.97"
"2007-04-06","French Guiana","4.99"
"2007-04-06","Tanzania","6.98"
"2007-02-14","Saudi Arabia","0.99"
"2007-03-18","Ecuador","7.99"
"2007-04-12","Brunei","2.99"
"2007-02-20","South Africa","30.94"
"2007-02-21","Oman","5.98"
"2007-04-08","Chad","16.97"
"2007-02-16","Ecuador","10.97"
"2007-03-23","United Kingdom","19.93"
"2007-04-12","Angola","5.98"
"2007-05-14","Tunisia","0.99"
"2007-04-28","Cambodia","7.98"
"2007-04-07","Saudi Arabia","13.97"
"2007-02-19","Spain","2.99"
"2007-04-08","Romania","34.91"
"2007-02-20","Ethiopia","4.99"
"2007-04-11","Nepal","2.99"
"2007-03-01","Hungary","3.98"
"2007-03-01","Netherlands","26.94"
"2007-02-19","Venezuela","17.96"
"2007-04-30","New Zealand","3.98"
"2007-03-22","Vietnam","32.90"
"2007-04-12","South Africa","21.95"
"2007-04-26","Iraq","8.99"
"2007-04-08","Thailand","15.98"
"2007-03-19","Canada","34.95"
"2007-02-19","Sweden","7.98"
"2007-04-30","Kazakstan","29.93"
"2007-04-12","Philippines","42.88"
"2007-04-11","Philippines","46.83"
"2007-03-20","Yugoslavia","3.98"
"2007-03-23","Canada","17.96"
"2007-02-15","Ukraine","12.97"
"2007-03-22","Poland","29.93"
"2007-03-20","Switzerland","0.99"
"2007-02-14","Tanzania","2.99"
"2007-04-06","Canada","16.95"
"2007-02-18","Russian Federation","35.91"
"2007-02-19","Turkey","23.92"
"2007-02-19","Runion","13.97"
"2007-03-18","Chad","8.96"
"2007-04-06","Paraguay","12.98"
"2007-04-26","Azerbaijan","8.97"
"2007-03-22","Austria","9.96"
"2007-04-07","Virgin Islands, U.S.","4.99"
"2007-04-09","Switzerland","1.99"
"2007-03-17","Canada","28.95"
"2007-04-30","Thailand","34.93"
"2007-02-20","Belarus","7.98"
"2007-04-12","Venezuela","24.94"
"2007-04-09","Vietnam","31.93"
"2007-03-18","Vietnam","36.92"
"2007-04-28","Germany","14.95"
"2007-04-26","Belarus","1.99"
"2007-04-07","Chad","4.99"
"2007-02-14","Iran","0.99"
"2007-04-10","Czech Republic","9.99"
"2007-03-20","United Kingdom","18.93"
"2007-04-28","Kenya","10.97"
"2007-02-21","Poland","29.96"
"2007-03-22","Greece","1.98"
"2007-04-08","Lithuania","2.98"
"2007-02-14","China","7.97"
"2007-03-02","Kazakstan","8.98"
"2007-02-18","Ukraine","8.99"
"2007-03-18","Senegal","4.99"
"2007-04-28","South Korea","25.95"
"2007-03-18","Puerto Rico","6.98"
